bl_part_id,boid,bk_part_id,item_type,brikick_name,api_item_type,bk_part_key,bl_color_id,bo_color_id,bk_color_id,weight,bk_img_url
1032b2,,91,B,Books,BOOK,BK-B-00000091,0,,0,,
1032b20,,92,B,Books,BOOK,BK-B-00000092,0,,0,,
1032b3,,93,B,Books,BOOK,BK-B-00000093,0,,0,,
1032b4,,94,B,Books,BOOK,BK-B-00000094,0,,0,,
1032b5,,95,B,Books,BOOK,BK-B-00000095,0,,0,,
1032b6,,96,B,Books,BOOK,BK-B-00000096,0,,0,,
1032b7,,97,B,Books,BOOK,BK-B-00000097,0,,0,,
1032b8,,98,B,Books,BOOK,BK-B-00000098,0,,0,,
1032b9,,99,B,Books,BOOK,BK-B-00000099,0,,0,,
1035,,100,B,Books,BOOK,BK-B-00000100,0,,0,,
1035fr,,101,B,Books,BOOK,BK-B-00000101,0,,0,,
1035nl,,102,B,Books,BOOK,BK-B-00000102,0,,0,,
1036,,103,B,Books,BOOK,BK-B-00000103,0,,0,,
1036b,,104,B,Books,BOOK,BK-B-00000104,0,,0,,
1050b01,,105,B,Books,BOOK,BK-B-00000105,0,,0,,
1050b02,,106,B,Books,BOOK,BK-B-00000106,0,,0,,
1050b03,,107,B,Books,BOOK,BK-B-00000107,0,,0,,
1050b04,,108,B,Books,BOOK,BK-B-00000108,0,,0,,
1050b05,,109,B,Books,BOOK,BK-B-00000109,0,,0,,
1050b06,,110,B,Books,BOOK,BK-B-00000110,0,,0,,
1050b07,,111,B,Books,BOOK,BK-B-00000111,0,,0,,
1050b08,,112,B,Books,BOOK,BK-B-00000112,0,,0,,
1050b09,,113,B,Books,BOOK,BK-B-00000113,0,,0,,
1050b10,,114,B,Books,BOOK,BK-B-00000114,0,,0,,
1053b01,,115,B,Books,BOOK,BK-B-00000115,0,,0,,
1053b02,,116,B,Books,BOOK,BK-B-00000116,0,,0,,
1053b03,,117,B,Books,BOOK,BK-B-00000117,0,,0,,
1053b04,,118,B,Books,BOOK,BK-B-00000118,0,,0,,
1053b05,,119,B,Books,BOOK,BK-B-00000119,0,,0,,
1053b06,,120,B,Books,BOOK,BK-B-00000120,0,,0,,
1053b07,,121,B,Books,BOOK,BK-B-00000121,0,,0,,
1053b08,,122,B,Books,BOOK,BK-B-00000122,0,,0,,
1053b09,,123,B,Books,BOOK,BK-B-00000123,0,,0,,
1053b10,,124,B,Books,BOOK,BK-B-00000124,0,,0,,
1053b11,,125,B,Books,BOOK,BK-B-00000125,0,,0,,
1053b12,,126,B,Books,BOOK,BK-B-00000126,0,,0,,
1053b13,,127,B,Books,BOOK,BK-B-00000127,0,,0,,
1053b14,,128,B,Books,BOOK,BK-B-00000128,0,,0,,
1053b15,,129,B,Books,BOOK,BK-B-00000129,0,,0,,
1053b16,,130,B,Books,BOOK,BK-B-00000130,0,,0,,
1053b17,,131,B,Books,BOOK,BK-B-00000131,0,,0,,
1053b18,,132,B,Books,BOOK,BK-B-00000132,0,,0,,
1053b19,,133,B,Books,BOOK,BK-B-00000133,0,,0,,
1053b20,,134,B,Books,BOOK,BK-B-00000134,0,,0,,
1056b01,,135,B,Books,BOOK,BK-B-00000135,0,,0,,
1056b02,,136,B,Books,BOOK,BK-B-00000136,0,,0,,
1056b03,,137,B,Books,BOOK,BK-B-00000137,0,,0,,
1056b04,,138,B,Books,BOOK,BK-B-00000138,0,,0,,
1056b05,,139,B,Books,BOOK,BK-B-00000139,0,,0,,
1056b06,,140,B,Books,BOOK,BK-B-00000140,0,,0,,
1057,,141,B,Books,BOOK,BK-B-00000141,0,,0,,
1057de,,142,B,Books,BOOK,BK-B-00000142,0,,0,,
1057it,,143,B,Books,BOOK,BK-B-00000143,0,,0,,
1057uk,,144,B,Books,BOOK,BK-B-00000144,0,,0,,
1064b01,,145,B,Books,BOOK,BK-B-00000145,0,,0,,
1064b02,,146,B,Books,BOOK,BK-B-00000146,0,,0,,
1064b03,,147,B,Books,BOOK,BK-B-00000147,0,,0,,
1064b04,,148,B,Books,BOOK,BK-B-00000148,0,,0,,
1064b05,,149,B,Books,BOOK,BK-B-00000149,0,,0,,
1064b06,,150,B,Books,BOOK,BK-B-00000150,0,,0,,
10655a,,151,B,Books,BOOK,BK-B-00000151,0,,0,,
10655b,,152,B,Books,BOOK,BK-B-00000152,0,,0,,
10655c,,153,B,Books,BOOK,BK-B-00000153,0,,0,,
1090bA,,154,B,Books,BOOK,BK-B-00000154,0,,0,,
1090bBC,,155,B,Books,BOOK,BK-B-00000155,0,,0,,
1090bD,,156,B,Books,BOOK,BK-B-00000156,0,,0,,
1090bE,,157,B,Books,BOOK,BK-B-00000157,0,,0,,
1090bOC,,158,B,Books,BOOK,BK-B-00000158,0,,0,,
1092bA,,159,B,Books,BOOK,BK-B-00000159,0,,0,,
1092bBCD,,160,B,Books,BOOK,BK-B-00000160,0,,0,,
1092bE,,161,B,Books,BOOK,BK-B-00000161,0,,0,,
1092bOC,,162,B,Books,BOOK,BK-B-00000162,0,,0,,
1093,,163,B,Books,BOOK,BK-B-00000163,0,,0,,
1093b01,,164,B,Books,BOOK,BK-B-00000164,0,,0,,
111708ja,,165,B,Books,BOOK,BK-B-00000165,0,,0,,
111717,,166,B,Books,BOOK,BK-B-00000166,0,,0,,
111780,,167,B,Books,BOOK,BK-B-00000167,0,,0,,
111782eu,,168,B,Books,BOOK,BK-B-00000168,0,,0,,
111784eu,,169,B,Books,BOOK,BK-B-00000169,0,,0,,
112117,,170,B,Books,BOOK,BK-B-00000170,0,,0,,
112178,,171,B,Books,BOOK,BK-B-00000171,0,,0,,
112180,,172,B,Books,BOOK,BK-B-00000172,0,,0,,
112182,,173,B,Books,BOOK,BK-B-00000173,0,,0,,
112185,,174,B,Books,BOOK,BK-B-00000174,0,,0,,
113906,,175,B,Books,BOOK,BK-B-00000175,0,,0,,
113917,,176,B,Books,BOOK,BK-B-00000176,0,,0,,
116205,,177,B,Books,BOOK,BK-B-00000177,0,,0,,
117280,,178,B,Books,BOOK,BK-B-00000178,0,,0,,
117282,,179,B,Books,BOOK,BK-B-00000179,0,,0,,
120246,,180,B,Books,BOOK,BK-B-00000180,0,,0,,
120248,,181,B,Books,BOOK,BK-B-00000181,0,,0,,
120270,,182,B,Books,BOOK,BK-B-00000182,0,,0,,
120290,,183,B,Books,BOOK,BK-B-00000183,0,,0,,
120316,,184,B,Books,BOOK,BK-B-00000184,0,,0,,
120317,,185,B,Books,BOOK,BK-B-00000185,0,,0,,
120644-CA,,186,B,Books,BOOK,BK-B-00000186,0,,0,,
1401203124,,187,B,Books,BOOK,BK-B-00000187,0,,0,,
1455b01,,188,B,Books,BOOK,BK-B-00000188,0,,0,,
1455b02,,189,B,Books,BOOK,BK-B-00000189,0,,0,,
1455b03,,190,B,Books,BOOK,BK-B-00000190,0,,0,,
1460,,191,B,Books,BOOK,BK-B-00000191,0,,0,,
1512b1,,192,B,Books,BOOK,BK-B-00000192,0,,0,,
1512b2,,193,B,Books,BOOK,BK-B-00000193,0,,0,,
1512b3,,194,B,Books,BOOK,BK-B-00000194,0,,0,,
1512b4,,195,B,Books,BOOK,BK-B-00000195,0,,0,,
1512b5,,196,B,Books,BOOK,BK-B-00000196,0,,0,,
1512b6,,197,B,Books,BOOK,BK-B-00000197,0,,0,,
1512b7,,198,B,Books,BOOK,BK-B-00000198,0,,0,,
1512b8,,199,B,Books,BOOK,BK-B-00000199,0,,0,,
16197,,200,B,Books,BOOK,BK-B-00000200,0,,0,,
16221,,201,B,Books,BOOK,BK-B-00000201,0,,0,,
164840,,202,B,Books,BOOK,BK-B-00000202,0,,0,,
164850,,203,B,Books,BOOK,BK-B-00000203,0,,0,,
167452,,204,B,Books,BOOK,BK-B-00000204,0,,0,,
170301,,205,B,Books,BOOK,BK-B-00000205,0,,0,,
170310,,206,B,Books,BOOK,BK-B-00000206,0,,0,,
170320,,207,B,Books,BOOK,BK-B-00000207,0,,0,,
1869953134,,208,B,Books,BOOK,BK-B-00000208,0,,0,,
198323,,209,B,Books,BOOK,BK-B-00000209,0,,0,,
198324,,210,B,Books,BOOK,BK-B-00000210,0,,0,,
198325,,211,B,Books,BOOK,BK-B-00000211,0,,0,,
198326,,212,B,Books,BOOK,BK-B-00000212,0,,0,,
198327,,213,B,Books,BOOK,BK-B-00000213,0,,0,,
198331,,214,B,Books,BOOK,BK-B-00000214,0,,0,,
198333,,215,B,Books,BOOK,BK-B-00000215,0,,0,,
200,,216,B,Books,BOOK,BK-B-00000216,0,,0,,
2000034,,217,B,Books,BOOK,BK-B-00000217,0,,0,,
2000040,,218,B,Books,BOOK,BK-B-00000218,0,,0,,
2000040nl,,219,B,Books,BOOK,BK-B-00000219,0,,0,,
2000055,,220,B,Books,BOOK,BK-B-00000220,0,,0,,
2000067,,221,B,Books,BOOK,BK-B-00000221,0,,0,,
2000202,,222,B,Books,BOOK,BK-B-00000222,0,,0,,
200039,,223,B,Books,BOOK,BK-B-00000223,0,,0,,
2000418,,224,B,Books,BOOK,BK-B-00000224,0,,0,,
2001270,,225,B,Books,BOOK,BK-B-00000225,0,,0,,
2009618,,226,B,Books,BOOK,BK-B-00000226,0,,0,,
2009631,,227,B,Books,BOOK,BK-B-00000227,0,,0,,
2009631SP,,228,B,Books,BOOK,BK-B-00000228,0,,0,,
2009631TG,,229,B,Books,BOOK,BK-B-00000229,0,,0,,
2009634,,230,B,Books,BOOK,BK-B-00000230,0,,0,,
2009655,,231,B,Books,BOOK,BK-B-00000231,0,,0,,
2009665,,232,B,Books,BOOK,BK-B-00000232,0,,0,,
2009680,,233,B,Books,BOOK,BK-B-00000233,0,,0,,
2009684,,234,B,Books,BOOK,BK-B-00000234,0,,0,,
2009723,,235,B,Books,BOOK,BK-B-00000235,0,,0,,
2009725,,236,B,Books,BOOK,BK-B-00000236,0,,0,,
2009786,,237,B,Books,BOOK,BK-B-00000237,0,,0,,
2009789,,238,B,Books,BOOK,BK-B-00000238,0,,0,,
2009790,,239,B,Books,BOOK,BK-B-00000239,0,,0,,
2009793,,240,B,Books,BOOK,BK-B-00000240,0,,0,,
2009795,,241,B,Books,BOOK,BK-B-00000241,0,,0,,
2010books,,242,B,Books,BOOK,BK-B-00000242,0,,0,,
2013805,,243,B,Books,BOOK,BK-B-00000243,0,,0,,
2020books,,244,B,Books,BOOK,BK-B-00000244,0,,0,,
204,,245,B,Books,BOOK,BK-B-00000245,0,,0,,
2045100,,246,B,Books,BOOK,BK-B-00000246,0,,0,,
2045100nl,,247,B,Books,BOOK,BK-B-00000247,0,,0,,
2045101,,248,B,Books,BOOK,BK-B-00000248,0,,0,,
2045102,,249,B,Books,BOOK,BK-B-00000249,0,,0,,
2045103,,250,B,Books,BOOK,BK-B-00000250,0,,0,,
205,,251,B,Books,BOOK,BK-B-00000251,0,,0,,
205jp,,252,B,Books,BOOK,BK-B-00000252,0,,0,,
209656,,253,B,Books,BOOK,BK-B-00000253,0,,0,,
220-de,,254,B,Books,BOOK,BK-B-00000254,0,,0,,
220-dk,,255,B,Books,BOOK,BK-B-00000255,0,,0,,
220-fr,,256,B,Books,BOOK,BK-B-00000256,0,,0,,
220-it,,257,B,Books,BOOK,BK-B-00000257,0,,0,,
220-nl,,258,B,Books,BOOK,BK-B-00000258,0,,0,,
220-uk,,259,B,Books,BOOK,BK-B-00000259,0,,0,,
2200945,,260,B,Books,BOOK,BK-B-00000260,0,,0,,
2200946,,261,B,Books,BOOK,BK-B-00000261,0,,0,,
221,,262,B,Books,BOOK,BK-B-00000262,0,,0,,
2210410,,263,B,Books,BOOK,BK-B-00000263,0,,0,,
221216,,264,B,Books,BOOK,BK-B-00000264,0,,0,,
222,,265,B,Books,BOOK,BK-B-00000265,0,,0,,
225,,266,B,Books,BOOK,BK-B-00000266,0,,0,,
226,,267,B,Books,BOOK,BK-B-00000267,0,,0,,
226rev,,268,B,Books,BOOK,BK-B-00000268,0,,0,,
232019,,269,B,Books,BOOK,BK-B-00000269,0,,0,,
238,,270,B,Books,BOOK,BK-B-00000270,0,,0,,
239,,271,B,Books,BOOK,BK-B-00000271,0,,0,,
239a,,272,B,Books,BOOK,BK-B-00000272,0,,0,,
240,,273,B,Books,BOOK,BK-B-00000273,0,,0,,
241,,274,B,Books,BOOK,BK-B-00000274,0,,0,,
242,,275,B,Books,BOOK,BK-B-00000275,0,,0,,
243-de,,276,B,Books,BOOK,BK-B-00000276,0,,0,,
243-nl,,277,B,Books,BOOK,BK-B-00000277,0,,0,,
250,,278,B,Books,BOOK,BK-B-00000278,0,,0,,
25053863de,,279,B,Books,BOOK,BK-B-00000279,0,,0,,
25057712-NL,,280,B,Books,BOOK,BK-B-00000280,0,,0,,
25069664,,281,B,Books,BOOK,BK-B-00000281,0,,0,,
25094462-BENL,,282,B,Books,BOOK,BK-B-00000282,0,,0,,
25150389-NLBE,,283,B,Books,BOOK,BK-B-00000283,0,,0,,
260,,284,B,Books,BOOK,BK-B-00000284,0,,0,,
26864,,285,B,Books,BOOK,BK-B-00000285,0,,0,,
26865,,286,B,Books,BOOK,BK-B-00000286,0,,0,,
27045A,,287,B,Books,BOOK,BK-B-00000287,0,,0,,
27045B,,288,B,Books,BOOK,BK-B-00000288,0,,0,,
276020,,289,B,Books,BOOK,BK-B-00000289,0,,0,,
276037,,290,B,Books,BOOK,BK-B-00000290,0,,0,,
2851425,,291,B,Books,BOOK,BK-B-00000291,0,,0,,
2856027,,292,B,Books,BOOK,BK-B-00000292,0,,0,,
309314,,293,B,Books,BOOK,BK-B-00000293,0,,0,,
3142de,,294,B,Books,BOOK,BK-B-00000294,0,,0,,
3144at,,295,B,Books,BOOK,BK-B-00000295,0,,0,,
3144be,,296,B,Books,BOOK,BK-B-00000296,0,,0,,
3144de,,297,B,Books,BOOK,BK-B-00000297,0,,0,,
3144fr,,298,B,Books,BOOK,BK-B-00000298,0,,0,,
3144it,,299,B,Books,BOOK,BK-B-00000299,0,,0,,
3144nl,,300,B,Books,BOOK,BK-B-00000300,0,,0,,
3144se,,301,B,Books,BOOK,BK-B-00000301,0,,0,,
3156be,,302,B,Books,BOOK,BK-B-00000302,0,,0,,
3166at,,303,B,Books,BOOK,BK-B-00000303,0,,0,,
3166be,,304,B,Books,BOOK,BK-B-00000304,0,,0,,
3166ca,,305,B,Books,BOOK,BK-B-00000305,0,,0,,
3166ch,,306,B,Books,BOOK,BK-B-00000306,0,,0,,
3166de,,307,B,Books,BOOK,BK-B-00000307,0,,0,,
3166dk,,308,B,Books,BOOK,BK-B-00000308,0,,0,,
3166fr,,309,B,Books,BOOK,BK-B-00000309,0,,0,,
3166nl,,310,B,Books,BOOK,BK-B-00000310,0,,0,,
3166se,,311,B,Books,BOOK,BK-B-00000311,0,,0,,
3166uk,,312,B,Books,BOOK,BK-B-00000312,0,,0,,
3335ch,,313,B,Books,BOOK,BK-B-00000313,0,,0,,
3340be,,314,B,Books,BOOK,BK-B-00000314,0,,0,,
3340ch,,315,B,Books,BOOK,BK-B-00000315,0,,0,,
3340de,,316,B,Books,BOOK,BK-B-00000316,0,,0,,
3340dk,,317,B,Books,BOOK,BK-B-00000317,0,,0,,
3340gb,,318,B,Books,BOOK,BK-B-00000318,0,,0,,
3340ja,,319,B,Books,BOOK,BK-B-00000319,0,,0,,
3340se,,320,B,Books,BOOK,BK-B-00000320,0,,0,,
3345be,,321,B,Books,BOOK,BK-B-00000321,0,,0,,
3345ch,,322,B,Books,BOOK,BK-B-00000322,0,,0,,
3345de,,323,B,Books,BOOK,BK-B-00000323,0,,0,,
3345it,,324,B,Books,BOOK,BK-B-00000324,0,,0,,
3345nl,,325,B,Books,BOOK,BK-B-00000325,0,,0,,
3345nl2,,326,B,Books,BOOK,BK-B-00000326,0,,0,,
3345se,,327,B,Books,BOOK,BK-B-00000327,0,,0,,
3366at,,328,B,Books,BOOK,BK-B-00000328,0,,0,,
3366be,,329,B,Books,BOOK,BK-B-00000329,0,,0,,
3366ch,,330,B,Books,BOOK,BK-B-00000330,0,,0,,
3366de,,331,B,Books,BOOK,BK-B-00000331,0,,0,,
3366dk,,332,B,Books,BOOK,BK-B-00000332,0,,0,,
3366it,,333,B,Books,BOOK,BK-B-00000333,0,,0,,
3499609053,,334,B,Books,BOOK,BK-B-00000334,0,,0,,
393418,,335,B,Books,BOOK,BK-B-00000335,0,,0,,
393943,,336,B,Books,BOOK,BK-B-00000336,0,,0,,
4.100.230,,337,B,Books,BOOK,BK-B-00000337,0,,0,,
4006book,,338,B,Books,BOOK,BK-B-00000338,0,,0,,
4007,,339,B,Books,BOOK,BK-B-00000339,0,,0,,
4100204,,340,B,Books,BOOK,BK-B-00000340,0,,0,,
4101884,,341,B,Books,BOOK,BK-B-00000341,0,,0,,
4105438F,,342,B,Books,BOOK,BK-B-00000342,0,,0,,
4111545,,343,B,Books,BOOK,BK-B-00000343,0,,0,,
4113682,,344,B,Books,BOOK,BK-B-00000344,0,,0,,
4113708,,345,B,Books,BOOK,BK-B-00000345,0,,0,,
4115953,,346,B,Books,BOOK,BK-B-00000346,0,,0,,
4118525,,347,B,Books,BOOK,BK-B-00000347,0,,0,,
4122268,,348,B,Books,BOOK,BK-B-00000348,0,,0,,
4124816,,349,B,Books,BOOK,BK-B-00000349,0,,0,,
4124817,,350,B,Books,BOOK,BK-B-00000350,0,,0,,
4124818,,351,B,Books,BOOK,BK-B-00000351,0,,0,,
4124819,,352,B,Books,BOOK,BK-B-00000352,0,,0,,
4124820,,353,B,Books,BOOK,BK-B-00000353,0,,0,,
4124821,,354,B,Books,BOOK,BK-B-00000354,0,,0,,
4124822,,355,B,Books,BOOK,BK-B-00000355,0,,0,,
4124823,,356,B,Books,BOOK,BK-B-00000356,0,,0,,
4125099,,357,B,Books,BOOK,BK-B-00000357,0,,0,,
4128015,,358,B,Books,BOOK,BK-B-00000358,0,,0,,
4128027,,359,B,Books,BOOK,BK-B-00000359,0,,0,,
4128030,,360,B,Books,BOOK,BK-B-00000360,0,,0,,
4128032,,361,B,Books,BOOK,BK-B-00000361,0,,0,,
4128051,,362,B,Books,BOOK,BK-B-00000362,0,,0,,
4128057,,363,B,Books,BOOK,BK-B-00000363,0,,0,,
4128060,,364,B,Books,BOOK,BK-B-00000364,0,,0,,
4128081,,365,B,Books,BOOK,BK-B-00000365,0,,0,,
4128089,,366,B,Books,BOOK,BK-B-00000366,0,,0,,
4131275,,367,B,Books,BOOK,BK-B-00000367,0,,0,,
4133058,,368,B,Books,BOOK,BK-B-00000368,0,,0,,
4133064,,369,B,Books,BOOK,BK-B-00000369,0,,0,,
4133069,,370,B,Books,BOOK,BK-B-00000370,0,,0,,
4133393,,371,B,Books,BOOK,BK-B-00000371,0,,0,,
4133394,,372,B,Books,BOOK,BK-B-00000372,0,,0,,
4133395,,373,B,Books,BOOK,BK-B-00000373,0,,0,,
4133396,,374,B,Books,BOOK,BK-B-00000374,0,,0,,
4133408,,375,B,Books,BOOK,BK-B-00000375,0,,0,,
4154180,,376,B,Books,BOOK,BK-B-00000376,0,,0,,
4154181,,377,B,Books,BOOK,BK-B-00000377,0,,0,,
4154182,,378,B,Books,BOOK,BK-B-00000378,0,,0,,
4154183,,379,B,Books,BOOK,BK-B-00000379,0,,0,,
4156387,,380,B,Books,BOOK,BK-B-00000380,0,,0,,
4156388,,381,B,Books,BOOK,BK-B-00000381,0,,0,,
4156392,,382,B,Books,BOOK,BK-B-00000382,0,,0,,
4156393,,383,B,Books,BOOK,BK-B-00000383,0,,0,,
4156395,,384,B,Books,BOOK,BK-B-00000384,0,,0,,
4156400,,385,B,Books,BOOK,BK-B-00000385,0,,0,,
4156678,,386,B,Books,BOOK,BK-B-00000386,0,,0,,
4156679,,387,B,Books,BOOK,BK-B-00000387,0,,0,,
4156680,,388,B,Books,BOOK,BK-B-00000388,0,,0,,
4156681,,389,B,Books,BOOK,BK-B-00000389,0,,0,,
4158730,,390,B,Books,BOOK,BK-B-00000390,0,,0,,
4171541,,391,B,Books,BOOK,BK-B-00000391,0,,0,,
4171907,,392,B,Books,BOOK,BK-B-00000392,0,,0,,
4173541,,393,B,Books,BOOK,BK-B-00000393,0,,0,,
4175550,,394,B,Books,BOOK,BK-B-00000394,0,,0,,
4178009,,395,B,Books,BOOK,BK-B-00000395,0,,0,,
4178010,,396,B,Books,BOOK,BK-B-00000396,0,,0,,
4178206,,397,B,Books,BOOK,BK-B-00000397,0,,0,,
4178207,,398,B,Books,BOOK,BK-B-00000398,0,,0,,
4179431,,399,B,Books,BOOK,BK-B-00000399,0,,0,,
4179434,,400,B,Books,BOOK,BK-B-00000400,0,,0,,
4181591IN,,401,B,Books,BOOK,BK-B-00000401,0,,0,,
4183721,,402,B,Books,BOOK,BK-B-00000402,0,,0,,
4183911,,403,B,Books,BOOK,BK-B-00000403,0,,0,,
4184182,,404,B,Books,BOOK,BK-B-00000404,0,,0,,
4184374,,405,B,Books,BOOK,BK-B-00000405,0,,0,,
4184387,,406,B,Books,BOOK,BK-B-00000406,0,,0,,
4185961,,407,B,Books,BOOK,BK-B-00000407,0,,0,,
4186377,,408,B,Books,BOOK,BK-B-00000408,0,,0,,
4189640DE,,409,B,Books,BOOK,BK-B-00000409,0,,0,,
4193889,,410,B,Books,BOOK,BK-B-00000410,0,,0,,
4200400,,411,B,Books,BOOK,BK-B-00000411,0,,0,,
4200401,,412,B,Books,BOOK,BK-B-00000412,0,,0,,
4201957,,413,B,Books,BOOK,BK-B-00000413,0,,0,,
4208603,,414,B,Books,BOOK,BK-B-00000414,0,,0,,
